Title,Affiliation,Authors
"Learning with Educational Companion Robots? Toward Attitudes on Education Robots, Predictors of Attitudes, and Application Potentials for Education Robots","['Cluster of Excellence Cognitive Interaction Technology, Bielefeld University, Inspiration 1, 33619, Bielefeld, Germany', 'New York University Abu Dhabi, P. O. Box 129188, Abu Dhabi, United Arab Emirates']","['Natalia Reich-Stiebert', 'Friederike Eyssel']"
A New Robotic Platform for Sign Language Tutoring,"['Faculty of Engineering and Technology, Galatasaray University, Istanbul, Turkey', 'Faculty of Computer and Informatics, Istanbul Technical University, Istanbul, Turkey']","['Pınar Uluer', 'Pınar Uluer,\xa0Neziha Akalın\xa0&\xa0Hatice Köse']"
Individuals’ Evaluations of and Attitudes Towards Potentially Uncanny Robots,"['University of Duisburg-Essen, Forsthausweg 2, 47048, Duisburg, Germany']",['Astrid M. Rosenthal-von\xa0der\xa0Pütten\xa0&\xa0Nicole C. Krämer']
How do People Expect Humanoids to Respond to Touch?,"['Department of Systems Innovation, Graduate School of Engineering Science, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, Japan']","['Fransiska Basoeki,\xa0Fabio DallaLibera\xa0&\xa0Hiroshi Ishiguro']"
Institutional Robotics,"['Institute for Systems and Robotics, Instituto Superior Técnico, Universidade de Lisboa, Av. Rovisco Pais 1, 1049-001, Lisbon, Portugal', 'Distributed Intelligent Systems and Algorithms, EPFL ENAC IIE DISAL, Station 2, 105, Lausanne, Switzerland']","['Porfírio Silva\xa0&\xa0Pedro U. Lima', 'José N. Pereira']"
Measuring Communication Participation to Initiate Conversation in Human–Robot Interaction,"['Advanced Telecommunications Research Institute International IRC/HIL, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, Japan', 'Department of Systems Innovation, Osaka University, 1-3 Machikaneyama, Toyonaka, Osaka, 560-8531, Japan']","['Chao Shi,\xa0Masahiro Shiomi,\xa0Takayuki Kanda,\xa0Hiroshi Ishiguro\xa0&\xa0Norihiro Hagita', 'Chao Shi\xa0&\xa0Hiroshi Ishiguro']"
Impacts of Robot Head Gaze on Robot-to-Human Handovers,"['Department of Electronic Engineering, The Chinese University of Hong Kong, Shatin, NT, Hong Kong, China', 'CARIS Lab, Department of Mechanical Engineering, Institute for Computing, Information and Cognitive Systems (ICICS), University of British Columbia, 6250 Applied Science Lane, Vancouver, BC, V6T 1Z4, Canada']","['Minhua Zheng\xa0&\xa0Max Q.-H. Meng', 'AJung Moon\xa0&\xa0Elizabeth A. Croft']"
Can a Social Robot Stimulate Science Curiosity in Classrooms?,"['Intelligent Robotics and Communication Labs, ATR, 2-2-2 Hikaridai Keihanna-Sci. City, Kyoto, Japan', 'Carnegie Mellon University, Pittsburgh, Pennsylvania, USA', 'Department of Mechanical Systems Engineering, Tokyo University of Agriculture and Technology, 2-24-16 Nakacho, Koganei City, Tokyo, Japan']","['Masahiro Shiomi,\xa0Takayuki Kanda\xa0&\xa0Norihiro Hagita', 'Iris Howley', 'Kotaro Hayashi']"
Emotion-Age-Gender-Nationality Based Intention Understanding in Human–Robot Interaction Using Two-Layer Fuzzy Support Vector Regression,"['Department of Computational Intelligence and Systems Science, Tokyo Institute of Technology, Yokohama, 226-8502, Japan', 'School of Automation, China University of Geosciences, Wuhan, 430074, China']","['Lue-Feng Chen,\xa0Fang-Yan Dong\xa0&\xa0Kaoru Hirota', 'Zhen-Tao Liu,\xa0Min Wu\xa0&\xa0Min Ding']"
A Real-Time Human Imitation System Using Kinect,"['Key Laboratory of Human-Machine-Intelligence Synergic Systems, Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Shenzhen, People’s Republic of China', 'Guangdong Provincial Key Laboratory of Robotics and Intelligent System, Shenzhen College of Advanced Technology, University of Chinese Academy of Sciences, Shenzhen, People’s Republic of China', 'University of Science and Technology of China, Beijing, People’s Republic of China']","['Yongsheng Ou', 'Jianbing Hu,\xa0Zhiyang Wang,\xa0Xinyu Wu\xa0&\xa0Xiaoyun Li', 'Yiqun Fu']"
A Literature Review on New Robotics: Automation from Love to War,"['School of Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands', 'Rathenau Institute, The Hague, The Netherlands']","['Lambèr Royakkers', 'Rinie van Est']"
Children’s Knowledge and Imaginary About Robots,"['Department of Human Sciences, University of Udine, Via Petracco 8, 33100, Udine, Italy', 'Department of Psychology, Seconda Università di Napoli, Viale Ellittico 34, 81100, Caserta, Italy', 'Laboratory of Behavioural Cognitive Systems (BeCogSys), International Institute for Advanced Scientific Studies (IIASS), Vietri sul Mare, Italy', 'Department of Communication and Social Research, Sapienza, University of Rome, Via Salaria 113, 00198, Rome, Italy', 'Department of Mathematics and Computer Science, University of Udine, Via delle Scienze 206, 33100, Udine, Italy']","['Leopoldina Fortunati', 'Anna Esposito', 'Anna Esposito', 'Mauro Sarrica', 'Giovanni Ferrin']"
A Reference Architecture for Social Head Gaze Generation in Social Robotics,"['Department of Computer Science and Engineering, Texas A&M University, College Station, TX, 77843, USA', 'Department of Computer Science and Engineering, Mississippi State University, Mississippi State, MS, 39762, USA']","['Vasant Srinivasan\xa0&\xa0Robin R. Murphy', 'Cindy L. Bethel']"
"Care, Monitoring, and Companionship: Views on Care Robots from Older People and Their Carers","['90 Vincent Drive, University of Birmingham, Edgbaston, Birmingham, B15 2TT, UK']",['Simon Jenkins\xa0&\xa0Heather Draper']
Humans are Well Tuned to Detecting Agents Among Non-agents: Examining the Sensitivity of Human Perception to Behavioral Characteristics of Intentional Systems,"['General and Experimental Psychology Unit, Department of Psychology, Ludwig-Maximilians-Universität, Leopoldstr. 13, 80802, Munich, Germany', 'Institute for Cognitive Systems, Technische Universität München, Karlstr. 45/II, 80333, Munich, Germany', 'Neuro-cognitive Psychology Master Program, Department of Psychology, Ludwig-Maximilians-Universität, Leopoldstr. 13, 80802, Munich, Germany', 'Graduate School of Systemic Neurosciences, Ludwig-Maximilians-Universität, Großhaderner Str. 2, 82152, Planegg-Martinsried, Germany', 'Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore, 28 Medical Dr. #05-COR, Singapore, 117456, Singapore', 'Department of Mechanical and Industrial Engineering, Qatar University, Doha, 2713, Qatar']","['Agnieszka Wykowska\xa0&\xa0Jasmin Kajopoulos', 'Agnieszka Wykowska\xa0&\xa0Gordon Cheng', 'Jasmin Kajopoulos', 'Miguel Obando-Leitón', 'Sushil Singh Chauhan', 'John-John Cabibihan']"
Designing Robot Embodiments for Social Interaction: Affordances Topple Realism and Aesthetics,"['Faculty of Social Sciences, VU University Amsterdam, De Boelelaan 1081, 1081 HV, Amsterdam, The Netherlands', 'Faculty of Industrial Design Engineering, Delft University of Technology, Landbergstraat 15, 2628 CE, Delft, The Netherlands']","['Robert A. Paauwe,\xa0Johan F. Hoorn\xa0&\xa0Elly A. Konijn', 'David V. Keyson']"
On the Reaction to Robot’s Speech in a Hotel Public Space,"['Empowerment Informatics Program, University of Tsukuba, Tsukuba, Ibaraki, Japan', 'School of Art and Design, University of Tsukuba, Tsukuba, Ibaraki, Japan', 'Faculty of Art and Design, University of Tsukuba, Tsukuba, Ibaraki, Japan', 'Faculty of Intelligent Interaction Technologies, University of Tsukuba, Tsukuba, Ibaraki, Japan']","['Yadong Pan', 'Haruka Okada', 'Toshiaki Uchiyama', 'Kenji Suzuki']"
Keyframe Selection Framework Based on Visual and Excitement Features for Lifelog Image Sequences,"['Graduate School of Engineering Science, Osaka University, Toyonaka, Japan', 'Google, Singapore, Singapore']","['Photchara Ratsamee,\xa0Yasushi Mae,\xa0Mitsuhiro Horade,\xa0Kazuto Kamiyama,\xa0Masaru Kojima\xa0&\xa0Tatsuo Arai', 'Amornched Jinda-apiraksa']"
A Walking Assistant Robotic System for the Visually Impaired Based on Computer Vision and Tactile Perception,"['School of Instrument Science and Engineering, Southeast University, Nanjing, 210096, China']","['Dejing Ni,\xa0Aiguo Song,\xa0Lei Tian,\xa0Xiaonong Xu\xa0&\xa0Danfeng Chen']"
Are Children with ASD more Prone to Test the Intentions of the Robonova Robot Compared to a Human?,"['Department of Clinical Psychology and Psychotherapy, Babeş-Bolyai University, No. 37, Republicii Street, 400015, Cluj-Napoca, Romania', 'Clinical and Life Span Psychology Department, Vrije Universiteit Brussel, Brussel, Belgium', 'Robotics and Multibody Mechanics Research Group, Vrije Universiteit Brussel, Brussel, Belgium']","['Andreea Peca\xa0&\xa0Sebastian Pintea', 'Ramona Simut', 'Bram Vanderborght']"
Developmental Social Robotics: An Applied Perspective,"['A-Lab, Aldebaran SoftBank Group, Paris, France', 'CNRS, LAAS, 7 avenue du colonel Roche, 31400, Toulouse, France', 'Univ de Toulouse, LAAS, 31400, Toulouse, France', 'Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, USA']","['Amit Kumar Pandey', 'Rachid Alami', 'Rachid Alami', 'Kazuhiko Kawamura']"
Evaluating the Engagement with Social Robots,"['Sorbonne Universités, UPMC Université Paris 06, ISIR UMR7222, Paris, France', 'CNRS, Institut des Systèmes Intelligents et de Robotique UMR7222, Paris, France', 'ETIS Laboratory, UMR CNRS 8051, The University of Cergy-Pontoise, ENSEA, Cergy-Pontoise, France', 'Inria, 54600, Villers-lès-Nancy, France', 'Intelligent Autonomous Systems Lab, TU Darmstadt, Darmstadt, Germany', 'Université de Lorraine, Loria, UMR n 7503, 54500, Vanduvre-lès-Nancy, France', 'CNRS, Loria, UMR n 7503, 54500, Vandoeuvre-lès-Nancy, France']","['Salvatore M. Anzalone\xa0&\xa0Mohamed Chetouani', 'Salvatore M. Anzalone\xa0&\xa0Mohamed Chetouani', 'Sofiane Boucenna', 'Serena Ivaldi', 'Serena Ivaldi', 'Serena Ivaldi', 'Serena Ivaldi']"
Combining Robotic Persuasive Strategies: The Persuasive Power of a Storytelling Robot that Uses Gazing and Gestures,"['Human-Technology Interaction Group, Department of Industrial Engineering and Innovation Sciences, Eindhoven University of Technology, Eindhoven, The Netherlands', 'Department of Mechanical and Industrial Engineering, Qatar University, Doha, Qatar']","['Jaap Ham\xa0&\xa0Raymond H. Cuijpers', 'John-John Cabibihan']"
Learn Like Infants: A Strategy for Developmental Learning of Symbolic Skills Using Humanoid Robots,"['The Chinese University of Hong Kong, Hong Kong, China']",['Kun Li\xa0&\xa0Max Q.-H. Meng']
"The Design, Development, and Deployment of RoboParrot for Screening Autistic Children","['School of ECE, University of Tehran, Tehran, Iran', 'CIPCE, School of ECE, University of Tehran, Tehran, Iran', 'Intelligent Systems Research Institute (ISRI), SKKU, Seoul, South Korea', 'Psychology Department, Allameh Tabatabái University, Tehran, Iran', 'Department of Psychology, Shahid Beheshti University, Tehran, Iran']","['Pegah Soleimman Dehkordi', 'Hadi Moradi', 'Hadi Moradi', 'Maryam Mahmoudi', 'Hamid Reza Pouretemad']"
This Robot is Sociable: Close-up on the Gestures and Measured Motion of a Human Responding to a Proactive Robot,"['Télécom Ecole de Management - Institut Mines-Télécom, Evry, France', 'Tokyo University of Agriculture and Technology, Tokyo, Japan']","['Ritta Baddoura', 'Gentiane Venture']"
The Role of Functional Affordances in Socializing Robots,"['Bonn-Rhein-Sieg University, Grantham-Allee 20, 53757, Sankt Augustin, Germany', 'Osnabrück University and DFKI RIC Osnabrück Branch, Albrechtstrae 28, 49076, Osnabrück, Germany']","['Iman Awaad\xa0&\xa0Gerhard K. Kraetzschmar', 'Joachim Hertzberg']"
The Impact of Social Robotics on L2 Learners’ Anxiety and Attitude in English Vocabulary Acquisition,"['Department of Humanities, Islamic Azad University, Tehran West Branch, Tehran, Iran', 'Social Robotics Laboratory, Center of Excellence in Design, Robotics, and Automation, Tehran, Iran', 'Languages and Linguistics Center, Sharif University of Technology, Tehran, Iran']","['M. Alemi', 'M. Alemi\xa0&\xa0A. Meghdari', 'M. Ghazisaedy']"
The Effect of Embodiment in Sign Language Tutoring with Assistive Humanoid Robots,"['Faculty of Computer and Informatics, Istanbul Technical University, Istanbul, Turkey', 'Faculty of Engineering and Technology, Galatasaray University, Istanbul, Turkey']","['Hatice Köse,\xa0Pınar Uluer,\xa0Neziha Akalın,\xa0Rabia Yorgancı,\xa0Ahmet Özkul\xa0&\xa0Gökhan Ince', 'Pınar Uluer']"
Inference of Human Beings’ Emotional States from Speech in Human–Robot Interactions,"['LIMSI-CNRS, Orsay, France', 'Université Paris-Sorbonne IV, Paris, France']","['Laurence Devillers,\xa0Marie Tahon,\xa0Mohamed A. Sehili\xa0&\xa0Agnes Delaborde', 'Laurence Devillers']"
Why Should We Imitate Robots? Effect of Back Imitation on Judgment of Imitative Skill,"['Assiut University, Assiut, Egypt']",['Yasser Mohammad\xa0&\xa0Toyoaki Nishida']
"Special Issue of IJSR on Social Robots: Form, Content, Critique","['Institut für Soziologie, Universität Wien, Vienna, Austria', 'Department of Communication and Media Studies, Franklin University, Sorengo-Lugano, Switzerland', 'Department of Media and Communication, University of Oslo, Oslo, Norway']","['Michaela Pfadenhauer', 'Satomi Sugiyama', 'Charles M. Ess']"
The Social Robot as Fetish? Conceptual Affordances and Risks of Neo-Animistic Theory,"['Department of Media Studies, Faculty of Arts and Humanities, University of Paderborn, Warburger Str. 100, 33098, Paderborn, Germany']",['Timo Kaerlein']
Re-evaluating the Form and Communication of Social Robots,"['Curtin University, Bentley, WA, Australia']",['Eleanor Sandry']
The Automation of Taste: A Theoretical Exploration of Mobile ICTs and Social Robots in the Context of Music Consumption,"['IULM University of Milan, Via Carlo Bo 8, 20143, Milan, Italy', 'Franklin University Switzerland, Via Ponte Tresa 29, Sorengo, 6924, Lugano, Switzerland']","['Nello Barile', 'Satomi Sugiyama']"
A Neural Architecture for Performing Actual and Mentally Simulated Movements During Self-Intended and Observed Bimanual Arm Reaching Movements,"['Department of Kinesiology, School of Public Health, University of Maryland, College Park, MD, 20742, USA', 'Neuroscience and Cognitive Science Program, University of Maryland, College Park, MD, 20742, USA', 'Department of Computer Science, University of Maryland, College Park, MD, 20742, USA']","['Rodolphe J. Gentili\xa0&\xa0Ross H. Miller', 'Hyuk Oh', 'Di-Wei Huang,\xa0Garrett E. Katz\xa0&\xa0James A. Reggia']"
Robot Caregiver or Robot-Supported Caregiving?,"['Institute of Sociology, University of Vienna, Vienna, Austria', 'Institute of Sociology, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany']","['Michaela Pfadenhauer', 'Christoph Dukat']"
Anthropomorphism: Opportunities and Challenges in Human–Robot Interaction,"['HIT Lab NZ, University of Canterbury, Christchurch, New Zealand', 'Department of Philosophy, University of Canterbury, Christchurch, New Zealand', 'Department of Psychology, University of Canterbury, Christchurch, New Zealand']","['Jakub Złotowski\xa0&\xa0Christoph Bartneck', 'Diane Proudfoot', 'Kumar Yogeeswaran']"
Building a Model of the Environment from a Route Perspective for Human–Robot Interaction,"['Intelligent Robotics and Communication Laboratories, Advanced Telecommunications Research Institute International, Kyoto, Japan']","['Yoichi Morales,\xa0Satoru Satake,\xa0Takayuki Kanda\xa0&\xa0Norihiro Hagita']"
Using a Humanoid Robot to Elicit Body Awareness and Appropriate Physical Interaction in Children with Autism,"['Algoritmi Centre, University of Minho, Guimaraes, Portugal', 'Adaptive Systems Research Group, University of Hertfordshire, Hatfield, UK']","['Sandra Costa\xa0&\xa0Filomena Soares', 'Hagen Lehmann,\xa0Kerstin Dautenhahn\xa0&\xa0Ben Robins']"
Stress Game: The Role of Motivational Robotic Assistance in Reducing User’s Task Stress,"['Robotics and Computer Vision Lab, Computer Science and System Engineering Department, ENSTA-ParisTech, 828 Blvd. des Marechaux, Palaiseau, 91120, France']",['Thi-Hai-Ha Dang\xa0&\xa0Adriana Tapus']
Lexical Entrainment in Human Robot Interaction,"['ATR Intelligent Robotics and Communication Laboratories, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Doshisha University, 1-3 Tatara Miyakodani, Kyotanabe\xa0, 610-0394, Japan']","['Takamasa Iio,\xa0Masahiro Shiomi,\xa0Kazuhiko Shinozawa\xa0&\xa0Norihiro Hagita', 'Katsunori Shimohara\xa0&\xa0Mitsunori Miki']"
Semi-Autonomous Domestic Service Robots: Evaluation of a User Interface for Remote Manipulation and Navigation With Focus on Effects of Stereoscopic Display,"['Stuttgart Media University, Stuttgart, Germany', 'Linköping University, Linköping, Sweden', 'Brno University of Technology, Brno, Czech Republic', 'Fraunhofer Institute for Manufacturing Engineering and Automation (IPA), Stuttgart, Germany']","['Marcus Mast\xa0&\xa0Michael Burmester', 'Marcus Mast', 'Zdeněk Materna,\xa0Michal Španěl\xa0&\xa0Pavel Smrž', 'Florian Weisshardt,\xa0Georg Arbeiter\xa0&\xa0Birgit Graf']"
Why Some Humanoid Faces Are Perceived More Positively Than Others: Effects of Human-Likeness and Task,"['School of Psychology, Georgia Institute of Technology, 654 Cherry Street NW, Atlanta, GA, 30332-0170, USA']",['Akanksha Prakash\xa0&\xa0Wendy A. Rogers']
From Proxemics Theory to Socially-Aware Navigation: A Survey,"['Inria, Lab. LIG, Grenoble, France', 'Univ. Grenoble Alpes, Lab. LIG, Inria, Grenoble, France']","['J. Rios-Martinez\xa0&\xa0C. Laugier', 'A. Spalanzani']"
User-Centered Design and Evaluation of a Mobile Shopping Robot,"['Institute of Media and Communication Science, Media Psychology and Media Design Group, Technische Universität Ilmenau, P.O.B. 10 05 65, 98684, Ilmenau, Germany', 'Neuroinformatics and Cognitive Robotics Lab, Department of Computer Science and Automation, Technische Universität Ilmenau, P.O.B. 10 05 65, 98684, Ilmenau, Germany', 'MetraLabs Neue Technologien und Systeme GmbH, Am Vogelherd 22, 98693, Ilmenau, Germany', 'Faculty of Information Technology/Mathematics, University of Applied Sciences Dresden, P.O.B. 12 07 01, 01008, Dresden, Germany']","['Nicola Doering\xa0&\xa0Sandra Poeschl', 'Horst-Michael Gross', 'Andreas Bley\xa0&\xa0Christian Martin', 'Hans-Joachim Boehme']"
Influences of Evaluation and Gaze from a Robot and Humans’ Fear of Negative Evaluation on Their Preferences of the Robot,"['Department of Media Informatics, Ryukoku University, 1-5, Yokotani, Seta-Ohe-Cho, Otsu, Shiga, 520-2194, Japan', 'ATR Intelligent Robotics and Communication Laboratories, 2-2, Hikaridai, Seika-cho, Soraku-gun, Kyoto, 619-0288, Japan']","['Tatsuya Nomura', 'Takayuki Kanda']"
Methodological Issues in Scenario-Based Evaluation of Human–Robot Interaction,"['Institute for Infocomm Research, Agency for Science, Technology and Research, 1 Fusionopolis Way, #21-01 Connexis, Singapore\xa0, 138632, Singapore', 'School of Mechanical & Aerospace Engineering, Nanyang Technological University, 50 Nanyang Avenue, Singapore\xa0, 639798, Singapore']","['Qianli Xu,\xa0Jamie Ng,\xa0Odelia Tan\xa0&\xa0Zhiyong Huang', 'Benedict Tay\xa0&\xa0Taezoon Park']"
Alignment to the Actions of a Robot,"['Centre for Robotics and Neural Systems, Plymouth University, Plymouth, PL4 8AA, UK', 'CITEC Center of Excellence Cognitive Interaction Technology, Bielefeld University, 33615, Bielefeld, Germany']","['Anna-Lisa Vollmer\xa0&\xa0Angelo Cangelosi', 'Katharina J. Rohlfing\xa0&\xa0Britta Wrede']"
Comparing Robot Embodiments in a Guided Discovery Learning Interaction with Children,"['Centre for Robotics and Neural Systems, Cognition Institute, Plymouth University, Plymouth, UK']","['James Kennedy,\xa0Paul Baxter\xa0&\xa0Tony Belpaeme']"
"Empathy, Education and AI","['Department of Education, Cultural Heritage and Tourism, University of Macerata, p.le Bertelli, 62100, Macerata, Italy']",['Pier Giuseppe Rossi\xa0&\xa0Laura Fedeli']
Evaluation of Unimodal and Multimodal Communication Cues for Attracting Attention in Human–Robot Interaction,"['Eindhoven University of Technology, Eindhoven, The Netherlands', 'Universita Politecnica delle Marche, Ancona, Italy']","['Elena Torta,\xa0Jim van Heumen\xa0&\xa0Raymond Cuijpers', 'Francesco Piunti\xa0&\xa0Luca Romeo']"
Testing Empathy with Robots: A Model in Four Dimensions and Sixteen Items,"['CRPMS (EAD 3522), Paris 7 Diderot Université, 26 rue de Paradis, 75480, Paris Cedex 10, France', 'INSERM U846, Stem-Cell and Brain Research Institute, 18 avenue du Doyen Lépine, 69500, Bron, France', 'Université de Lyon, Université Lyon 1, 69003, Lyon, France']","['Serge Tisseron\xa0&\xa0Frédéric Tordo', 'Ritta Baddoura', 'Ritta Baddoura']"
Artificial Empathy: An Interdisciplinary Investigation,"['ESARG (Epistemology of the Sciences of the Artificial Research Group), CERCO (Center for Research on Complex Systems), University of Bergamo, Bergamo, Italy', 'Graduate School of Core Ethics and Frontier Sciences, Ritsumeikan University, Kyoto, Japan', 'Istituto Italiano di Tecnologia, iCub Facility, Genoa, Italy']","['Luisa Damiano', 'Paul Dumouchel', 'Hagen Lehmann']"
Empathy for Artificial Agents,"['Institute of Cognitive Science, University of Osnabrueck, 49069, Osnabrueck, Germany']",['Achim Stephan']
The Art of Being Together with Robots: A Conversation with Professor Hiroshi Ishiguro,"['Instituto Tércio Pacitti de Aplicações e Pesquisas Computacionais (Universidade Federal de Rio de Janeiro), Rio de Janeiro, Brazil']",['Zaven Paré']
Editorial,"['The Social Robotics Lab, Interactive & Digital Media Institute (IDMI) and the Robotics Research Lab, Department of Electrical & Computer Engineering, The National University of Singapore, Singapore, Singapore', 'University of Electronic Science and Technology of China, Chengdu, China', 'Artificial Intelligence Laboratory, Department of Computer Science, Stanford University, Stanford, CA, USA']","['Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Oussama Khatib']"
A Recipe for Empathy,"['Kyoto University, Kyoto, Japan', 'Waseda University, Tokyo, Japan']","['Angelica Lim', 'Hiroshi G. Okuno']"
Towards Artificial Empathy,"['Department of Adaptive Machine Systems, Graduate School of Engineering, Osaka University, Yamadaoka 2-1, Suita, Osaka, 565-0871, Japan']",['Minoru Asada']
Talking-Ally: The Influence of Robot Utterance Generation Mechanism on Hearer Behaviors,"['Toyohashi University of Technology, 1-1 Hibarigaoka, Tempaku, Toyohashi, Aichi, Japan']","['Naoki Ohshima,\xa0Yusuke Ohyama,\xa0Yuki Odahara,\xa0P. Ravindra S. De Silva\xa0&\xa0Michio Okada']"
The Cognitive Bases of Anthropomorphism: From Relatedness to Empathy,"['Center for Cognitive Science, Department of Psychology, University of Turin, Turin, Italy']",['Gabriella Airenti']
Towards Artificial Emotions to Assist Social Coordination in HRI,"['Department of Computer Science, University of Bath, Bath, BA2 7AY, UK']",['Jekaterina Novikova\xa0&\xa0Leon Watts']
Can You Read My Face?,"['ICT&S Center, University of Salzburg, Sigmund-Haffner-Gasse 18, 5020, Salzburg, Austria', 'Institute of Automatic Control Engineering (LSR), TU München, Arcisstraße 21, 80290, Munich, Germany']","['Nicole Mirnig,\xa0Ewald Strasser,\xa0Astrid Weiss\xa0&\xa0Manfred Tscheligi', 'Barbara Kühnlenz\xa0&\xa0Dirk Wollherr']"
Towards Human–Robot Affective Co-evolution Overcoming Oppositions in Constructing Emotions and Empathy,"['ESARG (Epistemology of the Sciences of the Artificial Research Group), CERCO (Center for Research on Complex Systems), University of Bergamo, Bergamo, Italy', 'Graduate School of Core Ethics and Frontier Sciences, Ritsumeikan University, Kyoto, Japan', 'iCub Facility, Istituto Italiano di Tecnologia, Genoa, Italy']","['Luisa Damiano', 'Paul Dumouchel', 'Hagen Lehmann']"
A Robot Learns the Facial Expressions Recognition and Face/Non-face Discrimination Through an Imitation Game,"['ETIS, CNRS UMR 8051, ENSEA, Cergy-Pontoise University, Cergy-Pontoise, France']","['Sofiane Boucenna,\xa0Philippe Gaussier,\xa0Pierre Andry\xa0&\xa0Laurence Hafemeister']"
An Attentional Approach to Human–Robot Interactive Manipulation,"['CNRS, LAAS, 7 avenue du colonel Roche, 31400\xa0, Toulouse, France', 'Univ de Toulouse, LAAS, 31400\xa0, Toulouse, France', 'Univ de Toulouse, UPS, LAAS, 31400\xa0, Toulouse, France', 'Dipartimento di Ingegneria Elettrica e Tecnologie dell’Informazione (DIETI), Università di degli Studi Napoli Federico II, via Claudio 21, 80125\xa0, Napoli, Italy', 'Worcester Polytechnic Institute, 100 Institute Road, Worcester, MA, USA']","['Xavier Broquère\xa0&\xa0Daniel Sidobre', 'Xavier Broquère', 'Daniel Sidobre', 'Alberto Finzi,\xa0Silvia Rossi\xa0&\xa0Mariacarla Staffa', 'Jim Mainprice']"
Recognizing Emotions Conveyed by Human Gait,"['Tokyo University of Agriculture and Technology, Tokyo, Japan', 'University of Tsukuba, Tsukuba, Japan', 'Collège de France, Paris, France', 'Ecole Normale Supérieure, Paris, France', 'Department of Medicine, University of Fribourg, Fribourg, Switzerland']","['Gentiane Venture\xa0&\xa0Tianxiang Zhang', 'Hideki Kadone', 'Alain Berthoz', 'Julie Grèzes', 'Halim Hicheur']"
Do Robot Performance and Behavioral Style affect Human Trust?,"['Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Montessorilaan 3, 6525 HR\xa0, Nijmegen, Netherlands', 'Behavioural Science Institute, Radboud University Nijmegen, Montessorilaan 3, 6525 HR\xa0, Nijmegen, Netherlands']","['Rik van den Brule\xa0&\xa0Pim Haselager', 'Rik van den Brule,\xa0Ron Dotsch,\xa0Gijsbert Bijlstra\xa0&\xa0Daniel H. J. Wigboldus']"
An Affordance Sensitive System for Robot to Human Object Handover,"['Dipartimento di Ingegneria dell’Informazione, University of Parma, Parma, Italy']","['Jacopo Aleotti,\xa0Vincenzo Micelli\xa0&\xa0Stefano Caselli']"
Interpretation of Social Touch on an Artificial Arm Covered with an EIT-based Sensitive Skin,"['Creative Robotics Lab, National Institute for Experimental Arts, University of New South Wales, Kensington, NSW, \xa02021, Australia', 'Centre for Social Robotics, Australian Centre for Field Robotics, The University of Sydney, Darlington, NSW, \xa02006, Australia']","['David Silvera-Tawil\xa0&\xa0Mari Velonaki', 'David Rye']"
"Towards Human-Level Semantics Understanding of Human-Centered Object Manipulation Tasks for HRI: Reasoning About Effect, Ability, Effort and Perspective Taking","['A-Lab, Aldebaran Robotics, 168 bis 170 rue Raymond Losserand, 75014\xa0, Paris, France', 'CNRS, LAAS, 7 avenue du colonel Roche, F-31400\xa0, Toulouse, France', 'Université de Toulouse, LAAS, F-31400\xa0, Toulouse, France']","['Amit Kumar Pandey', 'Rachid Alami', 'Rachid Alami']"
Social Roles and Baseline Proxemic Preferences for a Domestic Service Robot,"['Adaptive Systems Research Group, School of Computer Science, University of Hertfordshire, Hatfield, UK']","['Kheng Lee Koay,\xa0Dag Sverre Syrdal,\xa0Mohammadreza Ashgari-Oskoei,\xa0Michael L. Walters\xa0&\xa0Kerstin Dautenhahn']"
The Role of Healthcare Robots for Older People at Home: A Review,"['Department of Psychological Medicine, The University of Auckland, Auckland, New Zealand', 'Department of Electrical and Computer Engineering, The University of Auckland, Auckland, New Zealand', 'Department of Psychological Medicine, The University of Auckland, Private Bag 92019, Auckland, New Zealand']","['Hayley Robinson', 'Bruce MacDonald', 'Elizabeth Broadbent']"
"Child’s Perception of Robot’s Emotions: Effects of Platform, Context and Experience","['Interactive Intelligence, Delft University of Technology, Delft, The Netherlands', 'TNO, P.O. Box 23, 3769\xa0ZG\xa0, Soesterberg, The Netherlands']","['I. Cohen,\xa0R. Looije\xa0&\xa0M. A. Neerincx', 'I. Cohen,\xa0R. Looije\xa0&\xa0M. A. Neerincx']"
