Title,Authors,Keywords
Design and Technologies for Understanding Older Adults Social Interactions in Retirement Communities,"'Claudia B. Rebola', 'Gbolabo Ogunmakin', 'Patricio A. Vela'","'Social interactions', 'Technological interventions', 'Automatic behavioral mapping', 'Retirement communities'"
Teleoperated Android Robot as Emotion Regulation Media,"'Shuichi Nishio', 'Koichi Taura', 'Hidenobu Sumioka', 'Hiroshi Ishiguro'","'Teleoperated android robot', 'Emotion regulation', 'Facial feedback hypothesis', 'Body ownership transfer'"
Human-Like Interaction Skills for the Mobile Communication Robot Robotinho,"'Matthias Nieuwenhuisen', 'Sven Behnke'","'Multimodal communication', 'Tour guide robot', 'Human–robot interaction'"
Cross-Cultural Perspectives on Emotion Expressive Humanoid Robotic Head: Recognition of Facial Expressions and Symbols,"'Gabriele Trovato', 'Tatsuhiro Kishi', 'Nobutsuna Endo', 'Massimiliano Zecca', 'Kenji Hashimoto', 'Atsuo Takanishi'","'Facial expressions', 'Culture', 'Emotion expression', 'Human-Robot Interaction', 'Communication'"
Assessing Interaction Dynamics in the Context of Robot Programming by Demonstration,"'Ana Lucia Pais', 'Brenna D. Argall', 'Aude G. Billard'","'Robot programming by demonstration', 'Robot facial displays', 'Emotion expression', 'Interaction dynamics', 'Incremental learning'"
Increasing Helpfulness towards a Robot by Emotional Adaption to the User,"'Barbara Kühnlenz', 'Stefan Sosnowski', 'Malte Buß', 'Dirk Wollherr', 'Kolja Kühnlenz', 'Martin Buss'","'Emotions', 'Adaption', 'Prosocial behavior', 'Empathy', 'Helpfulness', 'Similarity', 'Anthropomorphism', 'Animacy'"
Why Robots? A Survey on the Roles and Benefits of Social Robots in the Therapy of Children with Autism,"'John-John Cabibihan', 'Hifza Javed', 'Marcelo Ang Jr.', 'Sharifah Mariam Aljunied'","'Social robots', 'Autism spectrum disorder', 'Autism therapy', 'Human–robot interaction', 'Robot design'"
"Social vs. Useful HRI: Experiencing the Familiar, Perceiving the Robot as a Sociable Partner and Responding to Its Actions","'Ritta Baddoura', 'Gentiane Venture'","'Social human robot interaction', 'Affective state', 'Assistive robot', 'Domestic robot', 'Mathematical modeling'"
Effects of Eye Contact and Iconic Gestures on Message Retention in Human-Robot Interaction,"'Elisabeth T. van Dijk', 'Elena Torta', 'Raymond H. Cuijpers'","'Human-robot interaction', 'Gestures', 'Gaze', 'User study', 'Message retention', 'Elderly people'"
Visualization of Facial Expression Deformation Applied to the Mechanism Improvement of Face Robot,"'Li-Chieh Cheng', 'Chyi-Yeu Lin', 'Chun-Chia Huang'","'Face robot', 'Facial expression analysis', 'Facial expression generation', 'Facial expression deformation'"
Emotional Postures for the Humanoid-Robot Nao,'Mustafa Suphi Erden',"'Emotion', 'Posture', 'Humanoid-robot', 'Social interaction'"
Effects of 3D Shape and Texture on Gender Identification for a Retro-Projected Face Screen,"'Takaaki Kuratate', 'Marcia Riley', 'Gordon Cheng'","'Face robot', 'Facial animation', '3D face', 'Retro-projected face', 'Gender identification'"
Design of a Parametric Model of Personal Space for Robotic Social Navigation,"'Elena Torta', 'Raymond H. Cuijpers', 'James F. Juola'","'Human–robot interaction', 'Proxemics', 'Social navigation', 'Psychometric study', 'Particle filter', 'Personal space'"
Easy Interface and Control of Tele-education Robots,"'Sang-Seok Yun', 'Munsang Kim', 'Mun-Taek Choi'","'Avatar assistant robot', 'Distance education', 'Educational robot', 'Engkey', 'Tele-education', 'Telepresence robot'"
Interpretation of Emotional Body Language Displayed by a Humanoid Robot: A Case Study with Children,"'Aryel Beck', 'Lola Cañamero', 'Antoine Hiolle', 'Luisa Damiano', 'Piero Cosi', 'Fabio Tesser', 'Giacomo Sommavilla'","'Robotic', 'Emotional body language', 'Perception'"
BEHAVE-II: The Revised Set of Measures to Assess Users’ Attitudinal and Behavioral Responses to a Social Robot,"'Michiel Joosse', 'Aziez Sardar', 'Manja Lohse', 'Vanessa Evers'","'Normative behavior', 'Robot', 'Measures', 'Attitudinal response', 'Behavioral response', 'Proxemics'"
When a Robot’s Group Membership Matters,"'Dieta Kuchenbrandt', 'Friederike Eyssel', 'Simon Bobinger', 'Maria Neufeld'","'Anthropomorphism', 'Human-robot-interaction', 'Minimal-group paradigm', 'Robot evaluation'"
Using Embodied Multimodal Fusion to Perform Supportive and Instructive Robot Roles in Human-Robot Interaction,"'Manuel Giuliani', 'Alois Knoll'","'Human-robot interaction', 'Embodied multimodal fusion', 'Robot roles'"
Automated Proxemic Feature Extraction and Behavior Recognition: Applications in Human-Robot Interaction,"'Ross Mead', 'Amin Atrash', 'Maja J. Matarić'","'Proxemics', 'Spatial interaction', 'Spatial dynamics', 'Sociable spacing', 'Social robot', 'Human-robot interaction', 'PrimeSensor', 'Microsoft Kinect'"
Living with a Vacuum Cleaning Robot,"'Julia Fink', 'Valérie Bauwens', 'Frédéric Kaplan', 'Pierre Dillenbourg'","'Domestic robots', 'Ethnographic study', 'Human-Robot interaction', 'Social issues in robotics', 'Long-term interaction', 'Adoption of technology'"
To Err is Human(-like): Effects of Robot Gesture on Perceived Anthropomorphism and Likability,"'Maha Salem', 'Friederike Eyssel', 'Katharina Rohlfing', 'Stefan Kopp', 'Frank Joublin'","'Social human-robot interaction', 'Multimodal interaction and conversational skills', 'Non-verbal cues and expressiveness', 'Anthropomorphism', 'Robot companions and social robots'"
Self-talk Discrimination in Human–Robot Interaction Situations for Supporting Social Awareness,"'Jade Le Maitre', 'Mohamed Chetouani'","'Social signal processing', 'Social engagement', 'Measuring interaction', 'Prosodic cues'"
Towards a Task-Aware Proactive Sociable Robot Based on Multi-state Perspective-Taking,"'Amit Kumar Pandey', 'Muhammad Ali', 'Rachid Alami'","'Proactive robot', 'Human-robot interaction', 'Social robot', 'Multi-state perspective taking'"
Quantifying the Human Likeness of a Humanoid Robot,"'Joachim von Zitzewitz', 'Patrick M. Boesch', 'Peter Wolf', 'Robert Riener'","'Humanoid', 'Robot', 'Human-robot interaction', 'Uncanny valley', 'Human likeness'"
"Making Social Robots More Attractive: The Effects of Voice Pitch, Humor and Empathy","'Andreea Niculescu', 'Betsy van Dijk', 'Anton Nijholt', 'Haizhou Li', 'Swee Lan See'","'Social robots', 'Voice pitch', 'Humor', 'Empathy', 'User studies', 'Quantitative evaluation'"
Social Robots for Long-Term Interaction: A Survey,"'Iolanda Leite', 'Carlos Martinho', 'Ana Paiva'","'Human-robot interaction', 'Social robots', 'Long-term interaction', 'Longitudinal studies'"
Guidelines for Contextual Motion Design of a Humanoid Robot,"'Jinyung Jung', 'Takayuki Kanda', 'Myung-Suk Kim'","'Contextual motion design', 'Guideline', 'Humanoid robot'"
Recommendation Effects of a Social Robot for Advertisement-Use Context in a Shopping Mall,"'Masahiro Shiomi', 'Kazuhiko Shinozawa', 'Yoshifumi Nakagawa', 'Takahiro Miyashita', 'Toshio Sakamoto', 'Toshimitsu Terakubo', 'Hiroshi Ishiguro', 'Norihiro Hagita'","'Social robot', 'Advertisement', 'Field trial'"
Planning for Human–Robot Interaction in Socially Situated Tasks,"'Frank Broz', 'Illah Nourbakhsh', 'Reid Simmons'","'Planning', 'Social interaction', 'Intention', 'Time', 'POMDP', 'Human subject experiment'"
EMYS—Emotive Head of a Social Robot,"'Jan Kędzierski', 'Robert Muszyński', 'Carsten Zoll', 'Adam Oleksy', 'Mirela Frontkiewicz'","'Social robot', 'Expression of emotions', 'Facial actions coding system', 'Control system'"
A State Representation Model for Robots Unaffected by Environmental Changes,"'Manabu Gouko', 'Yuichi Kobayashi'","'State representation', '\nf-Divergence', 'Perceptual constancy', 'Reinforcement learning', 'Mobile robot'"
Socially Responsible Engineering Education Through Assistive Robotics Projects: The RoboWaiter Competition,"'David J. Ahlgren', 'Igor M. Verner'","'Assistive robotics', 'Social awareness', 'Engineering education', 'Robot contest', 'Robot design projects'"
Effects of Experience and Workplace Culture in Human-Robot Team Interaction in Robotic Surgery: A Case Study,"'S. Cunningham', 'A. Chellali', 'I. Jaffre', 'J. Classe', 'C. G. L. Cao'","'Human-robot interaction', 'Robotic surgery', 'Verbal communication', 'Workflow', 'Workplace culture'"
Learning Macro Actions from Instructional Videos Through Integration of Multiple Modalities,"'David O. Johnson', 'Arvin Agah'","'Robot learning', 'Natural language processing', 'Human robot interaction', 'Video analysis'"
Evaluating the Effect of Saliency Detection and Attention Manipulation in Human-Robot Interaction,"'Guido Schillaci', 'Saša Bodiroža', 'Verena Vanessa Hafner'","'Measuring interaction', 'Attentional models', 'Multimodal interaction', 'Human-robot interaction', 'Proxemics'"
Effect of Robot’s Whispering Behavior on People’s Motivation,"'Kayako Nakagawa', 'Masahiro Shiomi', 'Kazuhiko Shinozawa', 'Reo Matsumura', 'Hiroshi Ishiguro', 'Norihiro Hagita'","'Communication robot', 'Whispering behavior', 'Motivation improvement', 'Behavior change', 'Persuasion'"
Measuring the Quality of Interaction in Mobile Robotic Telepresence: A Pilot’s Perspective,"'Annica Kristoffersson', 'Kerstin Severinson\xa0Eklundh', 'Amy Loutfi'","'Mobile robotic telepresence', 'F-formations', 'Methodology', 'Presence', 'Telepresence', 'Quality of interaction'"
An Experimental Study on Emotional Reactions Towards a Robot,"'Astrid M. Rosenthal-von\xa0der\xa0Pütten', 'Nicole C. Krämer', 'Laura Hoffmann', 'Sabrina Sobieraj', 'Sabrina C. Eimler'","'Human-robot interaction', 'Emotional response', 'Empathy', 'Psychophysiological measures', 'Experimental study'"
Perception and Generation of Affective Hand Movements,"'Ali-Akbar Samadani', 'Eric Kubica', 'Rob Gorbet', 'Dana Kulić'","'Affective hand movements', 'Affective computing', 'Functional data analysis', 'Feature extraction', 'Human affect perception', 'Affective movement generation'"
Fault-Tolerant Force in Human and Robot Cooperation,"'Hamid Abdi', 'Saeid Nahavandi', 'Zoran Najdovski', 'Anthony A. Maciejewski'","'Human-robot cooperation', 'Fault-tolerant robot', 'Safety', 'Reliability'"
Millisecond High Resolution Gas Concentration Sensor for Detecting Human Breath in Disaster Scenes and Difference Between Male and Female Waveform,"'Hideki Toda', 'Genci Capi'","'High resolution', 'Gas concentration sensor', 'Respiratory sensor', 'Rescue robotics'"
Development of a New Robotic System for Assisting Visually Impaired People,"'Genci Capi', 'Hideki Toda'","'Robotic system', 'Visually Impaired People', 'Image and data processing'"
Response Analyses of Micro-Ultrasonic Sensor Devices for Underwater Robotic Applications,"'Mohamad Faizal Abd.\xa0Rahman', 'Mohd Ikhwan Hadi Yaacob', 'Mohd Rizal Arshad', 'Asrulnizam Abd.\xa0Manaf'","'Micro-acoustic', 'Piezoelectric', 'Capacitive', 'Underwater'"
Psychophysical Experiments on Velvet Hand Illusion Toward Presenting Virtual Feeling of Material,"'Nader Rajaei', 'Yuji Kawabe', 'Masahiro Ohka', 'Tetsu Miyaoka', 'Abdullah Chami', 'Hanafiah Bin Yussof'","'Tactile display', 'Virtual reality', 'Tactile illusion', 'Velvet hand illusion', 'Psychophysical experiment', 'Feeling of material'"
Hybrid Tactile Sensor System for a Robot Hand and Estimation of Fine Deformation Using the Sensor System,"'Takuya Kawamura', 'Ko Nejigane', 'Kazuo Tani', 'Hironao Yamada'","'Tactile sensor', 'Carbon micro coil (CMC)', 'Robot hand', 'Gripping'"
Directionality of Human Tactile Sense of Fingertip in Discriminating Fine Step-heights,"'Takuya Kawamura', 'Naoki Tanaka', 'Kazuo Tani'","'Tactile sense', 'Directionality', 'Psychophysics', 'Step-height recognition'"
Design and Development of a Multifingered Prosthetic Hand,"'M. Saiful Bahari', 'Ahmed Jaffar', 'Cheng Yee Low', 'Roseleena Jaafar', 'Kolja Roese', 'Hanafiah Yussof'","'Robotic hand', 'Degree-of-freedom', 'Actuation mechanism', 'Motion controller'"
Running Performance of Flexible Wheel for Lunar Rovers on Loose Soil,"'Kojiro Iizuka', 'Takashi Kubota'","'Lunar rover', 'Loose soil', 'Interaction model', 'Flexible wheel'"
Characteristics of a New Optical Tactile Sensor for Interactive Robot Fingers,"'Bakri Ali', 'Muhammad Azmi Ayub', 'Hanafiah Yussof'","'Image processing', 'Tactile sensor', 'Interactive robot', 'Hysteresis loss', 'Optical sensor'"
Flexible Control System of a Robot Hand Using Micro Control Units and RT-middleware,"'Mitsuhiro Yamano', 'Yuichi Suzukawa', 'Jose Berengueres', 'Riichiro Tadakuma'","'Control system', 'Robot hand', 'Micro control unit', 'RT-middleware'"
Remote Robotic Laboratories for Learning from Demonstration,"'Sarah Osentoski', 'Benjamin Pitzer', 'Christopher Crick', 'Graylin Jay', 'Shuonan Dong', 'Daniel Grollman', 'Halit Bener Suay', 'Odest Chadwicke Jenkins'","'Remote laboratories', 'Robot learning from demonstration', 'Robot interfaces'"
How Humans Teach Agents,"'W. Bradley Knox', 'Brian D. Glass', 'Bradley C. Love', 'W. Todd Maddox', 'Peter Stone'","'Human-agent interaction', 'Human teachers', 'Shaping', 'Single agent learning', 'Reinforcement learning', 'Misbehavior', 'Attention'"
Cooperative Enclosing and Grasping of an Object by Decentralized Mobile Robots Using Local Observation,"'Yuichi Kobayashi', 'Shigeyuki Hosoe'","'Decentralized control', 'Multiple robots', 'Cooperation', 'Force-closure'"
A Tangible Interface for Transferring Skills,"'Davide De Tommaso', 'Sylvain Calinon', 'Darwin G. Caldwell'","'Human-Robot interaction', 'Learning from Demonstration', 'Tangible interfaces', 'Augmented reality'"
Stiffness and Impedance Control Using Lyapunov Theory for Robot-Aided Rehabilitation,"'Haifa Mehdi', 'Olfa Boubaker'","'Stiffness control', 'Impedance control', 'Lyapunov theory', 'Robot-aided rehabilitation'"
Robot Learning from Failed Demonstrations,"'Daniel H. Grollman', 'Aude G. Billard'","'Robot Learning from Demonstration', 'Learning from Failure'"
A Practical Comparison of Three Robot Learning from Demonstration Algorithm,"'Halit Bener Suay', 'Russell Toris', 'Sonia Chernova'","'Learning from demonstration', 'Human-robot interaction', 'Robotics'"
Policy Feedback for the Refinement of Learned Motion Control on a Mobile Robot,"'Brenna D. Argall', 'Brett Browning', 'Manuela M. Veloso'","'Robot learning', 'Mobile robots', 'Demonstration learning', 'Motion control'"
Learning and Recognition of Hybrid Manipulation Motions in Variable Environments Using Probabilistic Flow Tubes,"'Shuonan Dong', 'Brian Williams'","'Learning from demonstration', 'Motion learning', 'Real-time recognition', 'Flow tubes'"
Learning of Planning Models for Dexterous Manipulation Based on Human Demonstrations,"'Rainer Jäkel', 'Sven R. Schmidt-Rohr', 'Steffen W. Rühl', 'Alexander Kasper', 'Zhixing Xue', 'Rüdiger Dillmann'","'Programming by demonstration', 'Motion planning', 'Machine learning'"
A Novel Evaluation Framework for Teleoperation and a Case Study on Natural Human-Arm-Imitation Through Motion Capture,"'Nikolaos Mavridis', 'Nikolas Giakoumidis', 'Emerson Lopes Machado'","'Tele-operation', 'Robots', 'Motion capture', 'Imitation', 'Evaluation', 'Learning'"
Multi-resolution Corrective Demonstration for Efficient Task Execution and Refinement,"'Çetin Meriçli', 'Manuela Veloso', 'H. Levent Akın'","'Learning from human demonstration', 'Complementary corrective demonstration', 'Multi-resolution task execution'"
Keyframe-based Learning from Demonstration,"'Baris Akgun', 'Maya Cakmak', 'Karl Jiang', 'Andrea L. Thomaz'","'Learning from Demonstration', 'Kinesthetic teaching', 'Human–Robot Interaction', 'Humanoid robotics'"
Fluid Imitation,"'Yasser Mohammad', 'Toyoaki Nishida'","'Learning from demonstrations', 'Imitation learning', 'Fluid imitation', 'Action segmentation', 'Motif discovery'"
Telerobotic Pointing Gestures Shape Human Spatial Cognition,"'John-John Cabibihan', 'Wing-Chee So', 'Sujin Saj', 'Zhengchen Zhang'","'Pointing gesture', 'Spatial memory', 'Telepresence robots', 'Human-robot interaction', 'Social robotics'"
Evaluation of the Robot Assisted Sign Language Tutoring Using Video-Based Studies,"'Hatice Kose', 'Rabia Yorganci', 'Esra H. Algan', 'Dag S. Syrdal'","'Humanoid robots', 'Interaction games', 'Non-verbal communication', 'Sign language'"
Measuring the Improvement of the Interaction Comfort of a Wearable Exoskeleton,"'Michele Folgheraiter', 'Mathias Jordan', 'Sirko Straube', 'Anett Seeland', 'Su Kyoung Kim', 'Elsa Andrea Kirchner'","'Exoskeleton', 'Human–machine interface', 'Teleoperation', 'Brain–machine interface'"
Facial Communicative Signals,"'Christian Lang', 'Sven Wachsmuth', 'Marc Hanheide', 'Heiko Wersing'","'Facial communicative signals', 'Valence recognition', 'Head gestures', 'Eye gaze', 'Facial expressions', 'Object teaching', 'Active appearance models'"
Measuring Human-Robot Interaction Through Motor Resonance,"'Alessandra Sciutti', 'Ambra Bisio', 'Francesco Nori', 'Giorgio Metta', 'Luciano Fadiga', 'Thierry Pozzo', 'Giulio Sandini'","'Social interactions', 'Proactive gaze', 'Automatic imitation', 'Humanoid robots'"
A Methodological Outline and Utility Assessment of Sensor-based Biosignal Measurement in Human-Robot Interaction,"'Wilma A. Bainbridge', 'Shunichi Nozawa', 'Ryohei Ueda', 'Kei Okada', 'Masayuki Inaba'","'Biosignal', 'Sensor data', 'Human-robot interaction', 'HRI measurement', 'Handshake', 'Touch-based interaction', 'Hand temperature', 'Tactile measurements', 'Face distances'"
You Want Me to Trust a ROBOT? The Development of a Human–Robot Interaction Trust Scale,"'Rosemarie E. Yagoda', 'Douglas J. Gillan'","'Human–robot interaction', 'Trust', 'Scale development'"
How Does the Difference Between Users’ Expectations and Perceptions About a Robotic Agent Affect Their Behavior?,"'Takanori Komatsu', 'Rie Kurosawa', 'Seiji Yamada'","'Adaptation gap', 'User expectations and perceptions', 'User behavior toward agents'"
Tutor Spotter: Proposing a Feature Set and Evaluating It in a Robotic System,"'Katrin S. Lohan', 'Katharina J. Rohlfing', 'Karola Pitsch', 'Joe Saunders', 'Hagen Lehmann', 'Chrystopher L. Nehaniv', 'Kerstin Fischer', 'Britta Wrede'","'Contingency', 'Tutoring', 'Tutoring behavior', 'Joint attention', 'Feedback', 'Human robot interaction', 'Parent child interaction'"
Acquiring Accurate Human Responses to Robots’ Questions,"'Stephanie Rosenthal', 'Manuela Veloso', 'Anind K. Dey'","'Human-robot interaction', 'Asking for help', 'User studies'"
The Role of Affective Touch in Human-Robot Interaction: Human Intent and Expectations in Touching the Haptic Creature,"'Steve Yohanan', 'Karon E. MacLean'","'Affective touch', 'Socially interactive robots', 'Affect display', 'Human-robot interaction (HRI)', 'Affect', 'Haptics', 'Emotion', 'Touch', 'Robot pets'"
Multi-cue Contingency Detection,"'Jinhan Lee', 'Crystal Chao', 'Aaron F. Bobick', 'Andrea L. Thomaz'","'Contingency detection', 'Response detection', 'Cue integration'"
Generation and Evaluation of Communicative Robot Gesture,"'Maha Salem', 'Stefan Kopp', 'Ipke Wachsmuth', 'Katharina Rohlfing', 'Frank Joublin'","'Multimodal interaction and conversational skills', 'Non-verbal cues and expressiveness', 'Social human-robot interaction', 'Robot companions and social robots'"
Grounding the Interaction: Anchoring Situated Discourse in Everyday Human-Robot Interaction,"'Séverin Lemaignan', 'Raquel Ros', 'E. Akin Sisbot', 'Rachid Alami', 'Michael Beetz'","'Cognitive robotics', 'Human-robot interaction', 'Symbol grounding', 'Knowledge representation', 'Human-robot dialogue'"
Two-Hand-Arm Manipulation Based on Tri-axial Tactile Data,"'Masahiro Ohka', 'Sukarnur Che Abdullah', 'Jiro Wada', 'Hanafiah Bin Yussof'","'Robot tactile systems', 'Tactile sensors', 'Tri-axial tactile data', 'Two-manipulator systems'"
Visuo-auditory Multimodal Emotional Structure to Improve Human-Robot-Interaction,"'José Augusto Prado', 'Carlos Simplício', 'Nicolás F. Lori', 'Jorge Dias'","'Visual perception', 'Auditory perception', 'Emotion recognition', 'Multimodal interaction', 'Social behavior profile', 'Bayesian networks'"
Experiments on Stochastic Resonance Toward Human Mimetic Tactile Data Processing,"'Masahiro Ohka', 'Kadir Beceren', 'Tao Jin', 'Abdullah Chami', 'Hanafiah Bin Yussof', 'Tetsu Miyaoka'","'Tactile sensor', 'Complex systems', 'Stochastic resonance', 'Human sensation', 'Neural network', 'Psychophysical experiment'"
Survey-Based Discussions on Morally Contentious Applications of Interactive Robotics,"'AJung Moon', 'Peter Danielson', 'H. F. Machiel Van\xa0der Loos'","'Roboethics', 'Survey', 'Military robots', 'Eldercare robots', 'Social robotics'"
Investigation on People Living with Seal Robot at Home,"'Takanori Shibata', 'Yukitaka Kawaguchi', 'Kazuyoshi Wada'","'Mental commitment robot', 'Human-robot interaction'"
Regression Analysis of Multi-Rendezvous Recharging Route in Multi-Robot Environment,"'Soheil Keshmiri', 'Shahram Payandeh'","'Multi-robot systems', 'Motion planning', 'Least square regression', 'Orthogonal regression', 'Recharging route'"
Perception and Action as Two Sides of the Same Coin. A Review of the Importance of Action-Perception Links in Humans for Social Robot Design and Research,"'Agnieszka Wykowska', 'Anna Schubö'","'Human action planning', 'Action-perception links', 'Perceptual selection', 'Social robotics'"
Mimicking and Evaluating Human Motion to Improve the Imitation Skill of Children with Autism Through a Robot,"'Isao Fujimoto', 'Tohru Matsumoto', 'P. Ravindra S. De Silva', 'Masakazu Kobayashi', 'Masatake Higashi'","'Robot mimicry', 'Motion planning', 'Imitation skill', 'Children with autism', 'Humanoid robot', 'Human-robot interaction'"
GCUA Humanoid Robotic Hand with Tendon Mechanisms and Its Upper Limb,"'Demeng Che', 'Wenzeng Zhang'","'Humanoid robot', 'Robot hand', 'Upper limb', 'Self-adaptation', 'Gesture-changeable under-actuated function'"
Investigating Entrainment of People’s Pointing Gestures by Robot’s Gestures Using a WOZ Method,"'Takamasa Iio', 'Masahiro Shiomi', 'Kazuhiko Shinozawa', 'Takaaki Akimoto', 'Katsunori Shimohara', 'Norihiro Hagita'","'Entrainment of human pointing gestures', 'Human-robot interaction', 'Robotic gestures'"
Visual Attention Prediction Using Saliency Determination of Scene Understanding for Social Robots,"'Hongsheng He', 'Shuzhi Sam Ge', 'Zhengchen Zhang'","'Visual attention', 'Saliency', 'Informational entropy', 'Scene understanding', 'Social robot'"
Maggie: A Social Robot as a Gaming Platform,"'V. Gonzalez-Pacheco', 'Arnaud Ramey', 'F. Alonso-Martin', 'A. Castro-Gonzalez', 'Miguel A. Salichs'","'Social robots', 'Edutainment', 'Robot games', 'Robot entertainment', 'Human–robot interaction'"
CHARLIE : An Adaptive Robot Design with Hand and Face Tracking for Use in Autism Therapy,"'Laura Boccanfuso', 'Jason M. O’Kane'","'Human-robot interaction', 'Hand detection', 'Hand tracking', 'Adaptive robotics'"
Multidisciplinary Design Approach for Implementation of Interactive Services,"'I-Han Kuo', 'Chandimal Jayawardena', 'Elizabeth Broadbent', 'Bruce A. MacDonald'","'Human-robot interaction', 'UML', 'UMLi', 'OpenRTM', 'Social cues', 'Vital signs monitoring', 'Healthcare robot', 'Service robot', 'User identification', 'Face recognition', 'Communication initiation', 'Case study'"
Learning the Selection of Actions for an Autonomous Social Robot by Reinforcement Learning Based on Motivations,"'Álvaro Castro-González', 'María Malfaz', 'Miguel A. Salichs'","'Motivations', 'Decision-making', 'Autonomy', 'Reinforcement learning', 'Social robot'"
How Can I Help?,"'Patrick Holthaus', 'Karola Pitsch', 'Sven Wachsmuth'","'Human-robot interaction', 'Attention', 'Interaction opening', 'Experimental evaluation'"
An EEG Adaptive Information System for an Empathic Robot,"'Dominic Heger', 'Felix Putze', 'Tanja Schultz'","'Human-robot spoken interaction', 'Adaptive interaction strategies', 'Electroencephalography', 'Mental workload recognition', 'Human evaluation study'"
STB: Child-Dependent Sociable Trash Box,"'Yuto Yamaji', 'Taisuke Miyake', 'Yuta Yoshiike', 'P. Ravindra S. De Silva', 'Michio Okada'","'Children-dependent robot', 'Sociable trash box', 'Social coupling', 'Proxemics'"
Mental Schemas of Robots as More Human-Like Are Associated with Higher Blood Pressure and Negative Emotions in a Human-Robot Interaction,"'Elizabeth Broadbent', 'Yong In Lee', 'Rebecca Q. Stafford', 'I. Han Kuo', 'Bruce A. MacDonald'","'Human-robot interaction', 'Human-like', 'Mental schemas', 'Drawings', 'Blood pressure', 'Robot', 'Emotions', 'Health', 'Psychology', 'Acceptance'"
Towards Social Robots: Designing an Emotion-Based Architecture,"'Jochen Hirth', 'Norbert Schmitz', 'Karsten Berns'","'Emotion-based control', 'Humanoid robots'"
How Long Is a Moment: The Perception and Reality of Task-Related Absences,"'William G. Kennedy', 'J. Gregory Trafton'","'Time estimation', 'Time perception', 'Human-robot interaction', 'Walking'"
The Effects of Synthesized Voice Accents on User Perceptions of Robots,"'Rie Tamagawa', 'Catherine I. Watson', 'I. Han Kuo', 'Bruce A. MacDonald', 'Elizabeth Broadbent'","'Human-robot interaction', 'Acceptability', 'Robot', 'Voice', 'Perception'"
How Humans Optimize Their Interaction with the Environment: The Impact of Action Context on Human Perception,"'Agnieszka Wykowska', 'Alexis Maldonado', 'Michael Beetz', 'Anna Schubö'","'Action context', 'Visual perception', 'Action-perception links'"
TAME: Time-Varying Affective Response for Humanoid Robots,"'Lilia Moshkina', 'Sunghyun Park', 'Ronald C. Arkin', 'Jamee K. Lee', 'HyunRyong Jung'","'Humanoids', 'Emotions', 'Affective phenomena', 'Robot architectures'"
Human Body Pose Interpretation and Classification for Social Human-Robot Interaction,"'Derek McColl', 'Zhe Zhang', 'Goldie Nejat'","'Socially assistive robots', 'Non-verbal communication', '3D human body pose detection and classification', 'Human-robot interaction'"
Problems and Issues for Service Robots in New Applications,'Marco Ceccarelli',"'Service robots', 'Design procedure', 'Design constraints', 'Human-machine interaction'"
Determination of Age and Gender Based on Features of Human Motion Using AdaBoost Algorithms,"'S. Handri', 'S. Nomura', 'K. Nakamura'","'Human motion', 'Gender and age', 'AdaBoost', 'Shape feature'"
The Social Role of Robots in the Future—Explorative Measurement of Hopes and Fears,"'Sibylle Enz', 'Martin Diruf', 'Caroline Spielhagen', 'Carsten Zoll', 'Patricia A. Vargas'","'Robots', 'Social roles', 'Attitudes', 'Ethics'"
Robot Vacuum Cleaner Personality and Behavior,"'Bram Hendriks', 'Bernt Meerbeek', 'Stella Boess', 'Steffen Pauws', 'Marieke Sonneveld'","'Robot vacuum cleaner', 'User experience', 'Personality', 'Behavior'"
"Humans, Animals, and Robots: A Phenomenological Approach to Human-Robot Relations",'Mark Coeckelbergh',"'Human-robot relations', 'Human-animal relations', 'Phenomenology', 'Appearance', 'Robot-animal relations'"
When Artificial Social Agents Try to Persuade People: The Role of Social Agency on the Occurrence of Psychological Reactance,"'Maaike Roubroeks', 'Jaap Ham', 'Cees Midden'","'Persuasive agents', 'Psychological reactance', 'Intentionality', 'Social influence', 'Energy conservation behavior'"
Looking Forward to a “Robotic Society”?,"'Astrid Weiss', 'Judith Igelsböck', 'Daniela Wurhofer', 'Manfred Tscheligi'","'Human-robot relationships', 'Societal impact', 'Social acceptance'"
Reliable People Detection Using Range and Intensity Data from Multiple Layers of Laser Range Finders on a Mobile Robot,"'Alexander Carballo', 'Akihisa Ohya', 'Shin’ichi Yuta'","'Multi-layered laser range finder', 'Laser reflection intensity', 'People detection', 'AdaBoost', 'Sensor fusion'"
Effects of Observing Eye Contact between a Robot and Another Person,"'Michihiro Shimada', 'Yuichiro Yoshikawa', 'Mana Asada', 'Naoki Saiwaki', 'Hiroshi Ishiguro'","'Person’s perception', 'Triadic interaction', 'Eye-contact', 'Android', 'Heider’s balance theory'"
Communication of Emotion in Social Robots through Simple Head and Arm Movements,"'Jamy Li', 'Mark Chignell'","'Human-robot interaction', 'Gesture design', 'Communication of emotions', 'Puppetry'"
The Benefits of Interactions with Physically Present Robots over Video-Displayed Agents,"'Wilma A. Bainbridge', 'Justin W. Hart', 'Elizabeth S. Kim', 'Brian Scassellati'","'Human-robot interaction', 'Presence', 'Cooperation', 'Trust', 'Personal space'"
Acting Deceptively: Providing Robots with the Capacity for Deception,"'Alan R. Wagner', 'Ronald C. Arkin'","'Deception', 'Game theory', 'Interdependence theory', 'Interaction', 'Hide-and-seek', 'Theory of mind'"
