Title,Affiliation,Authors,Coordinates
Hybrid Tactile Sensor System for a Robot Hand and Estimation of Fine Deformation Using the Sensor System,"'Department of Human and Information Systems, Gifu University, Yanagido 1-1, Gifu, 501-1193, Japan'","'Takuya Kawamura,\xa0Ko Nejigane,\xa0Kazuo Tani\xa0&\xa0Hironao Yamada'","[(35.46440655, 136.73798506778923)]"
Special Issue on Interactive Robots and Sensor Systems,"'Center of Excellence for Humanoid Robots and Bio-Sensing (HuRoBs), Faculty of Mechanical Engineering, Universiti Teknologi MARA (UiTM), Shah Alam, 40450, Selangor, Malaysia', 'Graduate School of Information Science, Nagoya University, Furo-cho, Chikusa-ku, 464-8601, Nagoya, Aichi, Japan'","'Hanafiah Yussof', 'Masahiro Ohka'","[(3.0733644, 101.5195149), (35.15330865, 136.96778056540737)]"
Directionality of Human Tactile Sense of Fingertip in Discriminating Fine Step-heights,"'Department of Human and Information Systems, Gifu University, Gifu, Japan'","'Takuya Kawamura,\xa0Naoki Tanaka\xa0&\xa0Kazuo Tani'","[(35.46440655, 136.73798506778923)]"
Design and Development of a Multifingered Prosthetic Hand,"'Center of Excellence for Humanoid Robot and Bio-Sensing, Faculty of Mechanical Engineering, Universiti Teknologi MARA, 40450, Shah Alam, Selangor, Malaysia', 'University of Applied Sciences Osnabruck, Postfach 1940, 49009, Osnabrück, Germany'","'M. Saiful Bahari,\xa0Ahmed Jaffar,\xa0Cheng Yee Low,\xa0Roseleena Jaafar\xa0&\xa0Hanafiah Yussof', 'Kolja Roese'","[(3.0686788, 101.4996016065547), (52.2719595, 8.047635)]"
Running Performance of Flexible Wheel for Lunar Rovers on Loose Soil,"'International Young Researchers Empowerment Center, Shinshu University, 3-15-1, Tokida, Ueda, Nagano, 386-8567, Japan', 'Japan Aerospace Exploration Agency, 3-1-1, Yoshinodai, Sagamihara-shi, Kanagawa, 229-8510, Japan'","'Kojiro Iizuka', 'Takashi Kubota'","[(36.7117308, 138.4937932), (35.557752, 139.395618)]"
Characteristics of a New Optical Tactile Sensor for Interactive Robot Fingers,"'Humanoid Robots and Bio-Sensor Center of Excellent, Faculty of Mechanical Engineering, Universiti Teknologi MARA, Shah Alam, Malaysia'","'Bakri Ali,\xa0Muhammad Azmi Ayub\xa0&\xa0Hanafiah Yussof'","[(3.0686788, 101.4996016065547)]"
Flexible Control System of a Robot Hand Using Micro Control Units and RT-middleware,"'4-3-16 Jonan, Yonezawa-shi, Yamagata, 992-8510, Japan'","'Mitsuhiro Yamano,\xa0Yuichi Suzukawa,\xa0Jose Berengueres\xa0&\xa0Riichiro Tadakuma'","[(37.9222426, 140.1166276)]"
Remote Robotic Laboratories for Learning from Demonstration,"'Bosch Research and Technology Center, 4005 Miranda Ave, Palo Alto, CA, 94304, USA', 'Brown University, Box 1910, 115 Waterman St, Providence, RI, 02912, USA', 'Massachusetts Institute of Technology, 362 Memorial Dr. W7-203, Cambridge, MA, 02139, USA', 'EPFL, Ecole Polytechnique Federale de Lausanne, EPFL-STI-I2S-LASA, Station 9, 1015, Lausanne, Switzerland', 'Worcester Polytechnic Institute, 100 Institute Dr., 125 Atwater Kent Labs, Worcester, MA, 01609, USA'","'Sarah Osentoski\xa0&\xa0Benjamin Pitzer', 'Christopher Crick,\xa0Graylin Jay\xa0&\xa0Odest Chadwicke Jenkins', 'Shuonan Dong', 'Daniel Grollman', 'Halit Bener Suay'","[(37.39979014677413, -122.13583883774), (41.827024050000006, -71.3995974), (42.3582529, -71.0966272383055), (46.518659400000004, 6.566561505148001), (42.274315, -71.80845674552586)]"
How Humans Teach Agents,"'Department of Computer Science, University of Texas at Austin, Austin, USA', 'Department of Psychology, University of Texas at Austin, Austin, USA', 'Department of Cognitive, Perceptual and Brain Sciences, University College London, London, UK'","'W. Bradley Knox\xa0&\xa0Peter Stone', 'Brian D. Glass\xa0&\xa0W. Todd Maddox', 'Bradley C. Love'","[(30.2852198, -97.73389272663796), (30.2852198, -97.73389272663796), (51.52420305, -0.13300072425929543)]"
Cooperative Enclosing and Grasping of an Object by Decentralized Mobile Robots Using Local Observation,"'Department Electrical and Electronic Engineering, Tokyo University of Agriculture and Technology, Tokyo, Japan', 'RIKEN-TRI Collaboration Center, Nagoya, Japan'","'Yuichi Kobayashi', 'Shigeyuki Hosoe'","[(35.699409, 139.51843965481308), (35.1851045, 136.8998438)]"
A Tangible Interface for Transferring Skills,"'Department of Advanced Robotics, Istituto Italiano di Tecnologia, via Morego, 30, 16163, Genova, Italy'","'Davide De Tommaso,\xa0Sylvain Calinon\xa0&\xa0Darwin G. Caldwell'","[(44.4766657, 8.9076415)]"
Stiffness and Impedance Control Using Lyapunov Theory for Robot-Aided Rehabilitation,"'National Institute of Applied Sciences and Technology (INSAT), Centre Urbain Nord BP, 676-1080, Tunis Cedex, Tunisia'",'Haifa Mehdi\xa0&\xa0Olfa Boubaker',"[('', '')]"
Robot Learning from Failed Demonstrations,"'Learning Algorithms and Systems Laboratory, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland'",'Daniel H. Grollman\xa0&\xa0Aude G. Billard',"[('', '')]"
A Practical Comparison of Three Robot Learning from Demonstration Algorithm,"'Worcester Polytechnic Institute, 100 Institute Dr., Worcester, MA, 01609, USA'","'Halit Bener Suay,\xa0Russell Toris\xa0&\xa0Sonia Chernova'","[(42.274315, -71.80845674552586)]"
Policy Feedback for the Refinement of Learned Motion Control on a Mobile Robot,"'Depts. of Electrical Engineering & Computer Science and Physical Medicine & Rehabilitation, Northwestern University, 2145 Sheridan Road, Evanston, IL, 60208, USA', 'The Robotics Institute, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA', 'Computer Science Department, Carnegie Mellon University, 5000 Forbes Ave, Pittsburgh, PA, 15213, USA'","'Brenna D. Argall', 'Brett Browning', 'Manuela M. Veloso'","[(42.0577277, -87.67586855835782), (40.444230899999994, -79.94337163609757), (40.444230899999994, -79.94337163609757)]"
Learning and Recognition of Hybrid Manipulation Motions in Variable Environments Using Probabilistic Flow Tubes,"'362 Memorial Dr. #203, Cambridge, MA, 02139, USA', '32 Vassar St. Room 32-227, Cambridge, MA, 02139, USA'","'Shuonan Dong', 'Brian Williams'","[('', ''), (42.3750997, -71.1056157)]"
Learning of Planning Models for Dexterous Manipulation Based on Human Demonstrations,"'Institute for Anthropomatics, Karlsruhe Institute of Technology, Karlsruhe, Germany', 'Karlsruhe Institute of Technology, Karlsruhe, Germany', 'FZI Forschungszentrum Informatik, Haid-und-Neu-Str. 10-14, 76131, Karlsruhe, Germany'","'Rainer Jäkel', 'Sven R. Schmidt-Rohr,\xa0Alexander Kasper\xa0&\xa0Rüdiger Dillmann', 'Steffen W. Rühl\xa0&\xa0Zhixing Xue'","[(49.101853399999996, 8.433120159201868), (49.101853399999996, 8.433120159201868), (49.012037649999996, 8.424695475549498)]"
A Novel Evaluation Framework for Teleoperation and a Case Study on Natural Human-Arm-Imitation Through Motion Capture,"'Interactive Robots and Media Lab, CIT, UAE University, 17551, Al Ain, UAE'","'Nikolaos Mavridis,\xa0Nikolas Giakoumidis\xa0&\xa0Emerson Lopes Machado'","[(24.196729, 55.652256)]"
Multi-resolution Corrective Demonstration for Efficient Task Execution and Refinement,"'Computer Science Department, Carnegie Mellon University, Pittsburgh, USA', 'Department of Computer Engineering, Boğaziçi University, Istanbul, Turkey'","'Çetin Meriçli\xa0&\xa0Manuela Veloso', 'H. Levent Akın'","[(40.444189699999995, -79.94271918393466), (41.086884100000006, 29.044131672264875)]"
Keyframe-based Learning from Demonstration,"'School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, 30332, USA'","'Baris Akgun,\xa0Maya Cakmak,\xa0Karl Jiang\xa0&\xa0Andrea L. Thomaz'","[(33.776033, -84.39884086001581)]"
Fluid Imitation,"'Assiut University, Assiut, Egypt', 'Kyoto University, Kyoto, Japan'","'Yasser Mohammad', 'Toyoaki Nishida'","[(27.1758583, 31.200612262145405), (35.0234513, 135.7798129)]"
Telerobotic Pointing Gestures Shape Human Spatial Cognition,"'Social Robotics Laboratory, Interactive and Digital Media Institute, National University of Singapore, Singapore, 117576, Singapore', 'Department of Electrical and Computer Engineering, National University of Singapore, Singapore, 117576, Singapore', 'Department of Educational Psychology, The Chinese University of Hong Kong, New Territories, Hong Kong S.A.R.'","'John-John Cabibihan,\xa0Sujin Saj\xa0&\xa0Zhengchen Zhang', 'John-John Cabibihan,\xa0Sujin Saj\xa0&\xa0Zhengchen Zhang', 'Wing-Chee So'","[(1.31963845, 103.81870487181146), (1.31963845, 103.81870487181146), ('', '')]"
Measuring Human-Robots Interactions,"'Istituto Italiano di Tecnologia, Via Morego 30, 16163, Genova, Italy'",'Luca Brayda\xa0&\xa0Ryad Chellali',"[(44.4766657, 8.9076415)]"
Evaluation of the Robot Assisted Sign Language Tutoring Using Video-Based Studies,"'Faculty of Computer and Informatics, Istanbul Technical University, Istanbul, Turkey', 'University of Hertfordshire, Hatfield, UK'","'Hatice Kose,\xa0Rabia Yorganci\xa0&\xa0Esra H. Algan', 'Dag S. Syrdal'","[(41.10504645, 29.02632676574676), (51.75174425, -0.23904979445944738)]"
Measuring the Improvement of the Interaction Comfort of a Wearable Exoskeleton,"'Robotics Innovation Center, German Research Center for Artificial Intelligence (DFKI), Robert-Hooke-Str. 5, 28359, Bremen, Germany', 'Robotics Lab, University of Bremen, Robert-Hooke-Str. 5, 28359, Bremen, Germany'","'Michele Folgheraiter,\xa0Mathias Jordan,\xa0Anett Seeland,\xa0Su Kyoung Kim\xa0&\xa0Elsa Andrea Kirchner', 'Sirko Straube,\xa0Su Kyoung Kim\xa0&\xa0Elsa Andrea Kirchner'","[(53.1113359, 8.860978244450209), (53.1113359, 8.860978244450209)]"
Facial Communicative Signals,"'Research Institute for Cognition and Robotics (CoR-Lab), Bielefeld University, Bielefeld, Germany', 'Applied Informatics, Bielefeld University, Bielefeld, Germany', 'School of Computer Science, University of Lincoln, Lincoln, UK', 'Honda Research Institute Europe, Offenbach, Germany'","'Christian Lang', 'Sven Wachsmuth', 'Marc Hanheide', 'Heiko Wersing'","[(52.0376885, 8.493223283579532), (52.0376885, 8.493223283579532), (53.2281087, -0.5469923), (50.1055002, 8.7610698)]"
Measuring Human-Robot Interaction Through Motor Resonance,"'Department of Robotics, Brain and Cognitive Sciences, Fondazione Istituto Italiano di Tecnologia, via Morego, 30, 16163, Genova, Italy', 'Dipartimento di Scienze Biomediche e Terapie Avanzate-Sezione di Fisiologia Umana, Università degli Studi di Ferrara, Ferrara, Italy', 'Institut National de la Santé et de la Recherche Médicale-U887, Motricité-Plasticité, Institut Universitaire de France, UFR STAPS, Université de Bourgogne, Campus Universitaire, Dijon, France'","'Alessandra Sciutti,\xa0Ambra Bisio,\xa0Francesco Nori,\xa0Giorgio Metta,\xa0Luciano Fadiga,\xa0Thierry Pozzo\xa0&\xa0Giulio Sandini', 'Luciano Fadiga', 'Thierry Pozzo'","[(44.4766657, 8.9076415), (44.8333777, 11.6263972), (47.311175399999996, 5.0759072003146155)]"
A Methodological Outline and Utility Assessment of Sensor-based Biosignal Measurement in Human-Robot Interaction,"'The JSK Robotics Laboratory, The Dept. of Mechano-Informatics, The University of Tokyo, Engineering Building No. 2, 7-3-1 Hongo, Bunkyo-Ku, Tokyo, 113-8656, Japan'","'Wilma A. Bainbridge,\xa0Shunichi Nozawa,\xa0Ryohei Ueda,\xa0Kei Okada\xa0&\xa0Masayuki Inaba'","[(35.71881, 139.744732)]"
You Want Me to Trust a ROBOT? The Development of a Human–Robot Interaction Trust Scale,"'North Carolina State University, Raleigh, USA'",'Rosemarie E. Yagoda\xa0&\xa0Douglas J. Gillan',"[(35.7714749, -78.6741935)]"
How Does the Difference Between Users’ Expectations and Perceptions About a Robotic Agent Affect Their Behavior?,"'IYREC (International Young Researcher Empowerment Center), Shinshu University, 3-15-1 Tokida, Ueda, 3868567, Japan', 'Faculty of Textile Science and Technology, Shinshu University, 3-15-1 Tokida, Ueda, 3868567, Japan', 'National Institute of Informatics/SOKENDAI/Tokyo Institute of Technology, 2-1-2 Hitotsubashi, Tokyo, 1018430, Japan'","'Takanori Komatsu', 'Rie Kurosawa', 'Seiji Yamada'","[(36.4021192, 138.2490506), (36.4021192, 138.2490506), (35.693171, 139.757346)]"
"Expectations, Intentions, and Actions in Human-Robot Interaction","'School of Computer Science, University of Lincoln, Lincoln, United Kingdom', 'Research Institute for Cognition and Robotics (CoR-Lab), Applied Informatics, Bielefeld University, Bielefeld, Germany', 'Language Technology Lab, German Research Center for Artificial Intelligence (DFKI), Saarbrücken, Germany'","'Marc Hanheide', 'Manja Lohse', 'Hendrik Zender'","[(53.2281087, -0.5469923), (52.0376885, 8.493223283579532), (49.234362, 6.996379)]"
Tutor Spotter: Proposing a Feature Set and Evaluating It in a Robotic System,"'CoR-Lab, Applied Informatics Group, Bielefeld University, Bielefeld, Germany'","'Katrin S. Lohan,\xa0Katharina J. Rohlfing,\xa0Karola Pitsch,\xa0Joe Saunders,\xa0Hagen Lehmann,\xa0Chrystopher L. Nehaniv,\xa0Kerstin Fischer\xa0&\xa0Britta Wrede'","[(52.0376885, 8.493223283579532)]"
Acquiring Accurate Human Responses to Robots’ Questions,"'Computer Science Department, Carnegie Mellon University, Pittsburg, PA, USA', 'Human-Computer Interaction Institute, Carnegie Mellon University, Pittsburg, PA, USA'","'Stephanie Rosenthal\xa0&\xa0Manuela Veloso', 'Anind K. Dey'","[(40.444189699999995, -79.94271918393466), (40.444189699999995, -79.94271918393466)]"
The Role of Affective Touch in Human-Robot Interaction: Human Intent and Expectations in Touching the Haptic Creature,"'SPIN Research Group, Department of Computer Science, University of British Columbia, 201-2366 Main Mall, Vancouver, BC, V6T 1Z4, Canada'",'Steve Yohanan\xa0&\xa0Karon E. MacLean',"[(49.2612513, -123.2491887)]"
Multi-cue Contingency Detection,"'School of Interactive Computing, 801 Atlantic Drive, Atlanta, GA, 30332-0280, USA'","'Jinhan Lee,\xa0Crystal Chao,\xa0Aaron F. Bobick\xa0&\xa0Andrea L. Thomaz'","[(33.77716219929145, -84.39770850964456)]"
Generation and Evaluation of Communicative Robot Gesture,"'Research Institute for Cognition and Robotics, Bielefeld, Germany', 'Sociable Agents Group, Bielefeld University, Bielefeld, Germany', 'Artificial Intelligence Group, Bielefeld University, Bielefeld, Germany', 'Emergentist Semantics Group, Bielefeld University, Bielefeld, Germany', 'Honda Research Institute Europe, Offenbach, Germany'","'Maha Salem', 'Stefan Kopp', 'Ipke Wachsmuth', 'Katharina Rohlfing', 'Frank Joublin'","[(52.0191005, 8.531007), (52.0376885, 8.493223283579532), (52.0376885, 8.493223283579532), (52.0376885, 8.493223283579532), (50.1055002, 8.7610698)]"
Grounding the Interaction: Anchoring Situated Discourse in Everyday Human-Robot Interaction,"'CNRS—LAAS, 7 avenue du Colonel Roche, 31077, Toulouse, France', 'Université de Toulouse, UPS, INSA, INP, ISAE, LAAS, 31077, Toulouse, France', 'Intelligent Autonomous Systems, Technische Universität München, Munich, Germany'","'Séverin Lemaignan,\xa0Raquel Ros,\xa0E. Akin Sisbot\xa0&\xa0Rachid Alami', 'Séverin Lemaignan,\xa0Raquel Ros,\xa0E. Akin Sisbot\xa0&\xa0Rachid Alami', 'Séverin Lemaignan\xa0&\xa0Michael Beetz'","[(43.5635436, 1.4767247), (43.55336105, 1.5011522684250278), (48.14907275, 11.567444920339295)]"
Two-Hand-Arm Manipulation Based on Tri-axial Tactile Data,"'Graduate School of Information Science, Nagoya University, Nagoya, Japan', 'Faculty of Mechanical Engineering, Universiti Teknologi MARA, Shah Alam, Malaysia'","'Masahiro Ohka,\xa0Sukarnur Che Abdullah\xa0&\xa0Jiro Wada', 'Hanafiah Bin Yussof'","[(35.1583416, 136.9219146), (3.0686788, 101.4996016065547)]"
Editorial,"'Social Robotics Laboratory, Interactive Digital Media Institute; and the Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore', 'The Robotics Institute, University of Electronic Science and Technology of China, Chengdu, China', 'Interaction Laboratory, Computer Science, Neuroscience, and Pediatrics, University of Southern California, Los Angeles, USA'","'Shuzhi Sam Ge', 'Shuzhi Sam Ge', 'Maja J Matarić'","[(1.31963845, 103.81870487181146), (30.67823145, 104.0980033903279), (34.01948539999999, -118.28951289099734)]"
Visuo-auditory Multimodal Emotional Structure to Improve Human-Robot-Interaction,"'Institute of Systems and Robotics, University of Coimbra, Coimbra, Portugal', 'Institute Polytechnic of Leiria, Leiria, Portugal', 'Institute of Biomedical Research in Light and Image (IBILI), Faculty of Medicine, University of Coimbra, Coimbra, Portugal'","'José Augusto Prado,\xa0Carlos Simplício\xa0&\xa0Jorge Dias', 'Carlos Simplício', 'Nicolás F. Lori'","[(40.20727145, -8.425504708876376), (39.7437902, -8.8071119), (40.20727145, -8.425504708876376)]"
Experiments on Stochastic Resonance Toward Human Mimetic Tactile Data Processing,"'Graduate School of Information Science, Nagoya University, Furo-cho, Chikusa-ku, Nagoya, 464-8601, Japan', 'Faculty of Mechanical Engineering, Universiti Teknologi MARA, 4050, Shah Alam, Selangor, Malaysia', 'Faculty of Comprehensive Informatics, Shizuoka Institute of Science and Technology, 2200-2 Toyosawa, Fukiroi, 437-8555, Japan'","'Masahiro Ohka,\xa0Kadir Beceren,\xa0Tao Jin\xa0&\xa0Abdullah Chami', 'Hanafiah Bin Yussof', 'Tetsu Miyaoka'","[(35.15330865, 136.96778056540737), (3.0686788, 101.4996016065547), ('', '')]"
Survey-Based Discussions on Morally Contentious Applications of Interactive Robotics,"'CARIS Lab, Institute for Computing, Information and Cognitive Systems (ICICS), Department of Mechanical Engineering, University of British Columbia, 6250 Applied Science Lane, Vancouver, BC, V6T 1Z4, Canada', 'The W. Maurice Young Centre for Applied Ethics, University of British Columbia, 227-6356 Agricultural Road, Vancouver, BC, V6T 1Z2, Canada'","'AJung Moon\xa0&\xa0H. F. Machiel Van\xa0der Loos', 'Peter Danielson'","[(49.261213999999995, -123.24884374426263), (49.25783145, -123.24624198622213)]"
Investigation on People Living with Seal Robot at Home,"'Intelligent Systems Research Institute, AIST, 1-1-1 Umezono, Tsukuba, Ibaraki, 305-8568, Japan'","'Takanori Shibata,\xa0Yukitaka Kawaguchi\xa0&\xa0Kazuyoshi Wada'","[(36.0833265, 140.077279)]"
Regression Analysis of Multi-Rendezvous Recharging Route in Multi-Robot Environment,"'Experimental Robotics Laboratory, School of Engineering Science, Simon Fraser University, 8888 University Drive, Burnaby, BC, Canada, V5A 1S6'",'Soheil Keshmiri\xa0&\xa0Shahram Payandeh',"[(49.276709600000004, -122.91780296438841)]"
Perception and Action as Two Sides of the Same Coin. A Review of the Importance of Action-Perception Links in Humans for Social Robot Design and Research,"'Department of Psychology, Ludwig-Maximilian University, Munich, Germany', 'Department of Psychology, Philipps University, Marburg, Germany'","'Agnieszka Wykowska', 'Anna Schubö'","[(48.15047575, 11.579835648337658), (50.8124763, 8.772234461351456)]"
Towards an Effective Design of Social Robots,"'Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore, Singapore', 'Social Robotics Laboratory, Interactive and Digital Media Institute; and the Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore'","'Haizhou Li\xa0&\xa0Yeow Kee Tan', 'John-John Cabibihan'","[('', ''), (1.31963845, 103.81870487181146)]"
Mimicking and Evaluating Human Motion to Improve the Imitation Skill of Children with Autism Through a Robot,"'2-12-1, Hisakata, Tempaku, Nagoya, 468-8511, Japan', '1-1 Hibarigaoka, Tempaku, Toyohashi, Aichi, 441-8580, Japan'","'Isao Fujimoto,\xa0Tohru Matsumoto,\xa0Masakazu Kobayashi\xa0&\xa0Masatake Higashi', 'P. Ravindra S. De Silva'","[(35.104313, 136.984453), (34.769123, 137.391461)]"
GCUA Humanoid Robotic Hand with Tendon Mechanisms and Its Upper Limb,"'Dept. of Mechanical Engineering, Tsinghua University, Beijing, 10008, China'",'Demeng Che\xa0&\xa0Wenzeng Zhang',"[(40.002290450000004, 116.3209629696906)]"
Investigating Entrainment of People’s Pointing Gestures by Robot’s Gestures Using a WOZ Method,"'ATR Intelligent Robotics and Communication Laboratories, 2-2-2 Hikaridai, Keihanna Science City, Kyoto, 619-0288, Japan', 'Doshisha University, 1-3 Tatara Miyakodani, Kyotanabe City, 610-0394, Japan'","'Takamasa Iio,\xa0Masahiro Shiomi,\xa0Kazuhiko Shinozawa,\xa0Takaaki Akimoto\xa0&\xa0Norihiro Hagita', 'Katsunori Shimohara'","[(42.4524071, 140.0605624), (35.8612047, 138.4969113)]"
Visual Attention Prediction Using Saliency Determination of Scene Understanding for Social Robots,"'Social Robotics Laboratory, Interactive Digital Media Institute and Department of Electrical and Computer Engineering, National University of Singapore, Singapore, 117576, Singapore', 'Robotics Institute and School of Computer Science and Engineering, University of Electronic Science and Technology of China (UESTC), Chengdu, 611731, P.R. China'","'Hongsheng He,\xa0Shuzhi Sam Ge\xa0&\xa0Zhengchen Zhang', 'Shuzhi Sam Ge'","[(1.31963845, 103.81870487181146), ('', '')]"
Maggie: A Social Robot as a Gaming Platform,"'Systems Engineering and Automation Department, University Carlos III of Madrid, 281911, Legan’s, Madrid, Spain'","'V. Gonzalez-Pacheco,\xa0Arnaud Ramey,\xa0F. Alonso-Martin,\xa0A. Castro-Gonzalez\xa0&\xa0Miguel A. Salichs'","[('', '')]"
CHARLIE : An Adaptive Robot Design with Hand and Face Tracking for Use in Autism Therapy,"'University of South Carolina, Columbia, USA'",'Laura Boccanfuso\xa0&\xa0Jason M. O’Kane',"[(33.99287595, -81.02675376219187)]"
Multidisciplinary Design Approach for Implementation of Interactive Services,"'The University of Auckland, Auckland, New Zealand'","'I-Han Kuo,\xa0Chandimal Jayawardena,\xa0Elizabeth Broadbent\xa0&\xa0Bruce A. MacDonald'","[('', '')]"
Learning the Selection of Actions for an Autonomous Social Robot by Reinforcement Learning Based on Motivations,"'RoboticsLab, Carlos III University of Madrid, 28911, Leganés, Spain'","'Álvaro Castro-González,\xa0María Malfaz\xa0&\xa0Miguel A. Salichs'","[(40.32611219830508, -3.769890169491526)]"
How Can I Help?,"'Applied Informatics, Faculty of Technology, Bielefeld University, Bielefeld, Germany'","'Patrick Holthaus,\xa0Karola Pitsch\xa0&\xa0Sven Wachsmuth'","[(52.0376885, 8.493223283579532)]"
An EEG Adaptive Information System for an Empathic Robot,"'Institute for Anthropomatics, Cognitive Systems Lab (CSL), Karlsruhe Institute of Technology, Adenauerring 4, 76131, Karlsruhe, Germany'","'Dominic Heger,\xa0Felix Putze\xa0&\xa0Tanja Schultz'","[(49.0109035, 8.418926420547066)]"
STB: Child-Dependent Sociable Trash Box,"'Toyohashi University of Technology, 1-1 Hibarigaoka, Tempaku, Toyohashi, Aichi, Japan'","'Yuto Yamaji,\xa0Taisuke Miyake,\xa0Yuta Yoshiike,\xa0P. Ravindra S. De Silva\xa0&\xa0Michio Okada'","[(34.70120265, 137.4082027821915)]"
Mental Schemas of Robots as More Human-Like Are Associated with Higher Blood Pressure and Negative Emotions in a Human-Robot Interaction,"'Faculty of Medical and Health Sciences, The University of Auckland, Auckland, New Zealand', 'Faculty of Engineering, The University of Auckland, Auckland, New Zealand'","'Elizabeth Broadbent,\xa0Yong In Lee\xa0&\xa0Rebecca Q. Stafford', 'I. Han Kuo\xa0&\xa0Bruce A. MacDonald'","[('', ''), ('', '')]"
Editorial,"'Social Robotics Laboratory, Interactive Digital Media Institute and the Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore', 'The Robotics Institute, University of Electronic Science and Technology of China, Chengdu, China', 'Computer Science Department, University of Southern California, Los Angeles, USA', 'Robotics & Automation Lab, The University of Western Australia, Crawley, Australia'","'Shuzhi Sam\xa0Ge', 'Shuzhi Sam\xa0Ge', 'Maja J. Matarić', 'Thomas Bräunl'","[(1.31963845, 103.81870487181146), (30.67823145, 104.0980033903279), (34.0218833, -118.28586662125), (-31.9746305, 115.8175988)]"
Towards Social Robots: Designing an Emotion-Based Architecture,"'Robotics Research Lab, Department of Computer Sciences, University of Kaiserslautern, 67663, Kaiserslautern, Germany'","'Jochen Hirth,\xa0Norbert Schmitz\xa0&\xa0Karsten Berns'","[(49.4470312, 7.759222898916852)]"
How Long Is a Moment: The Perception and Reality of Task-Related Absences,"'Naval Research Laboratory, 4555 Overlook Ave. SW, Washington, DC, 20585, USA'",'William G. Kennedy\xa0&\xa0J. Gregory Trafton',"[(38.824988552438505, -77.01746927634996)]"
The Effects of Synthesized Voice Accents on User Perceptions of Robots,"'Department of Psychological Medicine, The University of Auckland, Auckland, New Zealand', 'Department of Electronic and Computer Engineering, The University of Auckland, Auckland, New Zealand'","'Rie Tamagawa\xa0&\xa0Elizabeth Broadbent', 'Catherine I. Watson,\xa0I. Han Kuo\xa0&\xa0Bruce A. MacDonald'","[('', ''), ('', '')]"
How Humans Optimize Their Interaction with the Environment: The Impact of Action Context on Human Perception,"'Department of Experimental Psychology, Ludwig Maximilians Universität, München, Germany', 'Computer Science Department, Chair IX, Technische Universität, München, Germany'","'Agnieszka Wykowska\xa0&\xa0Anna Schubö', 'Alexis Maldonado\xa0&\xa0Michael Beetz'","[(48.15047575, 11.579835648337658), (48.1481146, 11.5662011)]"
TAME: Time-Varying Affective Response for Humanoid Robots,"'Georgia Tech Mobile Robot Laboratory, Atlanta, GA, 30332, USA', 'Samsung Advanced Institute of Technology, Kiheung, South Korea'","'Lilia Moshkina,\xa0Sunghyun Park\xa0&\xa0Ronald C. Arkin', 'Jamee K. Lee\xa0&\xa0HyunRyong Jung'","[(33.7489924, -84.3902644), (37.5339324, 127.0064944)]"
Human Body Pose Interpretation and Classification for Social Human-Robot Interaction,"'Autonomous Systems and Biomechatronics Laboratory in the Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, Canada, M5S 3G8', 'Autonomous Systems Laboratory, Department of Mechanical Engineering, State University of New York at Stony Brook, Stony Brook, NY, 11794-2300, USA', 'Department of Mechanical and Industrial Engineering, University of Toronto, 5 King’s College Road, Toronto, ON, Canada, M5S 3G8', 'State University of New York at Stony Brook, Stony Brook, NY, USA'","'Derek McColl', 'Zhe Zhang', 'Goldie Nejat', 'Goldie Nejat'","[(43.663461999999996, -79.39775966248058), (40.9090809, -73.12055180275716), (43.663461999999996, -79.39775966248058), (40.9090809, -73.12055180275716)]"
Problems and Issues for Service Robots in New Applications,"'LARM: Laboratory of Robotics and Mechatronics, at DiMSAT, University of Cassino, Via Di Biasio 43, 03043, Cassino, Italy'",'Marco Ceccarelli',"[('', '')]"
Determination of Age and Gender Based on Features of Human Motion Using AdaBoost Algorithms,"'Top Runner Incubation Center for Academia-Industry Fusion, Nagaoka University of Technology, Nagaoka, Niigata, Japan', 'Department of Management and Information Systems Science, Nagaoka University of Technology, Nagaoka, Niigata, Japan'","'S. Handri\xa0&\xa0S. Nomura', 'K. Nakamura'","[(37.42354445, 138.77807276028955), (37.42354445, 138.77807276028955)]"
The Social Role of Robots in the Future—Explorative Measurement of Hopes and Fears,"'University of Bamberg, Bamberg, Germany'","'Sibylle Enz,\xa0Martin Diruf,\xa0Caroline Spielhagen,\xa0Carsten Zoll\xa0&\xa0Patricia A. Vargas'","[(54.0868029, 13.3817873)]"
Understanding the Artificial,"'Tilburg Center for Cognition and Communication (TiCC), Tilburg University, Tilburg, The Netherlands', 'Leiden Institute of Advanced Computer Science (LIACS), Leiden University, Leiden, The Netherlands'","'H. Jaap van\xa0den Herik', 'Maarten Lamers\xa0&\xa0Fons Verbeek'","[(51.56306085, 5.043598467727852), (52.168633850000006, 4.45966305742133)]"
